Index,Activation Value
92077,0.0062018996104598045
60631,0.006173922214657068
28910,0.0053499480709433556
21549,0.004101940896362066
22092,0.003910727333277464
52183,0.0038925139233469963
52683,0.0038653002120554447
35254,0.003782758256420493
62757,0.0034667286090552807
48473,0.003449687734246254
