Index,Activation Value
53869,0.011371579952538013
19627,0.00935263279825449
12,0.0081410463899374
54156,0.006014715414494276
61123,0.005866336636245251
90842,0.005557303316891193
7866,0.00471191992983222
89026,0.0038643144071102142
52345,0.003356202971190214
3082,0.0032698865979909897
