Index,Activation Value
62757,0.09512323886156082
70349,0.08290784060955048
72094,0.07906636595726013
88571,0.07367706298828125
17902,0.07196725159883499
12344,0.053614914417266846
4738,0.05020614713430405
96065,0.04941429942846298
79955,0.04517907649278641
59998,0.04416118189692497
