neuron,label,count
497,P,1
1340,U,2
1340,P,1
1340,E,1
1340,D,2
1340,T,1
1340,K,1
1340,Z,1
1340,R,1
416,H,1
416,Y,1
416,R,1
416,V,1
416,M,1
416,G,1
416,T,1
416,S,1
416,L,1
416,D,1
879,D,1
879,J,1
879,E,1
879,K,1
879,M,1
879,F,1
879,C,1
879,T,1
879,N,1
879,L,1
1755,W,2
1755,S,1
1755,C,2
1755,G,1
1755,P,1
1755,K,1
1755,Y,1
1755,R,1
1085,V,1
1085,U,1
1085,T,1
1085,J,1
1085,D,1
1085,C,2
1085,L,1
1085,B,1
1085,E,1
1301,C,2
1301,Y,1
1301,S,1
1301,D,2
1301,W,2
1301,K,1
1301,Z,1
1630,C,3
1630,U,1
1630,E,1
1630,Y,1
1630,W,1
1630,O,1
1630,R,1
1630,Z,1
844,S,1
844,N,1
844,G,1
844,L,1
844,U,1
844,B,1
844,M,1
844,F,1
844,V,1
844,R,1
1589,W,3
1589,C,1
1589,E,1
1589,Y,1
1589,J,1
1589,S,1
1589,H,1
1589,O,1
1688,Z,2
1688,X,1
1688,B,1
1688,I,1
1688,Y,1
1688,C,1
1688,D,1
1688,P,1
1688,G,1
92,G,2
92,W,1
92,C,2
92,U,2
92,R,1
92,F,1
92,S,1
1238,C,1
1238,D,1
1238,W,1
1238,Z,2
1238,P,1
1238,T,3
1238,K,1
1470,Y,2
1470,C,1
1470,Z,1
1470,U,1
1470,O,1
1470,X,1
1470,S,1
1470,E,1
1470,V,1
905,S,1
905,C,1
905,W,1
905,K,1
905,D,1
905,Z,1
905,F,2
905,Y,2
597,Y,1
597,K,1
597,W,2
597,O,1
597,C,1
597,E,2
597,J,1
597,T,1
2093,S,3
2093,U,1
2093,J,1
2093,G,1
2093,L,1
2093,Z,1
2093,F,1
2093,O,1
1106,G,1
1106,Z,1
1106,Y,1
1106,J,1
1106,B,1
1106,F,2
1106,C,1
1106,D,1
1106,X,1
1900,Y,1
1900,S,1
1900,E,1
1900,W,3
1900,C,2
1900,N,1
1900,B,1
595,C,2
595,U,1
595,Y,1
595,P,1
595,G,1
595,M,1
595,N,1
595,E,1
595,B,1
2029,W,3
2029,S,1
2029,C,2
2029,Y,1
2029,E,1
2029,P,1
2029,G,1
611,D,1
611,C,2
611,Y,1
611,W,1
611,X,1
611,N,1
611,P,2
611,R,1
827,G,1
827,M,1
827,D,1
827,C,1
827,R,1
827,L,1
827,E,1
827,Y,1
827,B,1
827,H,1
365,U,1
365,Y,1
365,Z,1
365,T,2
365,G,1
365,V,1
365,K,1
365,E,1
365,S,1
635,U,1
635,R,1
635,T,1
635,E,1
635,P,1
635,F,1
635,N,1
635,G,2
635,C,1
2110,E,1
2110,C,1
2110,S,2
2110,D,1
2110,W,2
2110,B,1
2110,F,1
2110,T,1
2048,J,2
2048,E,1
2048,M,1
2048,K,1
2048,Z,1
2048,O,1
2048,V,1
2048,D,1
2048,B,1
1456,C,1
1456,O,2
1456,Z,1
1456,Q,2
1456,K,1
1456,T,1
1456,[,1
1456,Y,1
1413,C,2
1413,S,1
1413,E,2
1413,G,1
1413,W,2
1413,Z,1
1413,Y,1
261,S,1
261,T,2
261,W,1
261,O,1
261,M,2
261,Y,1
261,Q,1
261,B,1
19,W,3
19,E,2
19,U,1
19,N,1
19,Z,1
19,C,1
19,K,1
2258,W,1
2258,H,1
2258,D,1
2258,[,1
2258,J,2
2258,Q,1
2258,V,1
2258,C,1
2258,S,1
1332,E,1
1332,K,1
1332,C,1
1332,Z,1
1332,P,2
1332,J,1
1332,M,1
1332,Y,1
1332,W,1
2220,X,1
2220,K,2
2220,D,1
2220,Z,1
2220,B,1
2220,F,1
2220,W,1
2220,Y,2
724,K,1
724,M,1
724,F,1
724,V,2
724,L,1
724,P,1
724,H,1
724,Q,1
724,G,1
1587,C,3
1587,W,2
1587,K,1
1587,Z,1
1587,G,1
1587,J,1
1587,E,1
231,C,1
231,W,2
231,S,2
231,K,1
231,V,1
231,P,1
231,X,1
231,F,1
175,S,1
175,C,2
175,W,2
175,E,1
175,L,1
175,B,1
175,K,2
2241,E,1
2241,N,1
2241,O,1
2241,G,2
2241,Z,1
2241,M,1
2241,J,1
2241,D,1
2241,Y,1
394,O,1
394,S,2
394,R,1
394,Q,1
394,G,1
394,W,1
394,X,1
394,B,1
394,J,1
479,C,2
479,S,1
479,W,2
479,O,1
479,E,2
479,Y,1
479,R,1
2060,Y,1
2060,K,1
2060,J,1
2060,S,1
2060,U,1
2060,C,1
2060,W,2
2060,D,1
2060,P,1
486,C,3
486,Y,1
486,W,1
486,E,1
486,S,2
486,O,1
486,B,1
2182,G,2
2182,Y,1
2182,D,1
2182,C,1
2182,Z,1
2182,M,1
2182,X,1
2182,W,1
2182,V,1
934,C,3
934,F,1
934,R,2
934,X,1
934,V,1
934,Y,2
971,G,1
971,Y,1
971,E,2
971,S,1
971,C,1
971,J,1
971,K,2
971,O,1
276,C,2
276,N,1
276,S,1
276,W,1
276,O,1
276,D,1
276,L,1
276,X,1
276,P,1
747,C,3
747,W,3
747,S,1
747,O,2
747,U,1
1799,C,1
1799,Z,1
1799,W,3
1799,Y,1
1799,U,1
1799,E,1
1799,O,1
1799,K,1
1721,F,1
1721,Z,1
1721,T,1
1721,G,1
1721,U,2
1721,Y,1
1721,D,2
1721,[,1
1210,F,1
1210,X,1
1210,C,1
1210,O,1
1210,S,1
1210,P,1
1210,Y,1
1210,U,1
1210,N,1
1210,W,1
1578,C,4
1578,S,1
1578,B,1
1578,Z,1
1578,Y,1
1578,O,1
1578,N,1
1644,W,2
1644,T,1
1644,P,2
1644,D,1
1644,C,1
1644,Z,1
1644,O,1
1644,V,1
1913,C,1
1913,U,1
1913,K,1
1913,O,1
1913,G,1
1913,D,3
1913,R,1
1913,F,1
213,C,2
213,W,1
213,O,1
213,E,1
213,F,1
213,G,1
213,Z,1
213,S,1
213,T,1
2007,V,1
2007,W,1
2007,E,2
2007,Y,1
2007,C,1
2007,X,1
2007,D,1
2007,M,1
2007,B,1
1035,U,1
1035,P,1
1035,Z,1
1035,V,1
1035,Y,1
1035,G,1
1035,O,2
1035,S,1
1035,D,1
1784,P,2
1784,U,1
1784,D,1
1784,V,1
1784,L,1
1784,H,1
1784,[,1
1784,K,1
1784,O,1
2066,W,1
2066,Z,1
2066,J,1
2066,O,1
2066,Y,1
2066,L,1
2066,H,1
2066,K,1
2066,T,1
2066,F,1
783,J,1
783,U,1
783,Q,1
783,H,1
783,R,2
783,Z,1
783,P,1
783,K,1
783,V,1
2287,C,2
2287,U,2
2287,R,1
2287,X,2
2287,S,1
2287,Y,1
2287,W,1
1131,W,1
1131,Z,1
1131,D,1
1131,S,1
1131,H,1
1131,J,1
1131,R,1
1131,E,1
1131,B,1
1131,O,1
1892,C,3
1892,W,1
1892,E,1
1892,S,1
1892,P,1
1892,U,1
1892,G,1
1892,K,1
988,E,1
988,Z,1
988,R,1
988,W,2
988,M,1
988,G,1
988,S,1
988,J,1
988,H,1
2101,L,1
2101,N,1
2101,C,1
2101,F,1
2101,Z,2
2101,K,1
2101,D,1
2101,S,1
2101,O,1
1133,C,2
1133,W,2
1133,E,1
1133,S,1
1133,Y,1
1133,G,1
1133,J,1
1133,U,1
171,W,2
171,N,1
171,Y,2
171,L,1
171,C,1
171,O,1
171,Z,1
171,E,1
932,W,2
932,P,1
932,K,1
932,Y,1
932,X,1
932,H,2
932,I,1
932,G,1
1013,C,2
1013,W,4
1013,S,1
1013,U,1
1013,E,1
1013,Y,1
1815,S,1
1815,J,1
1815,C,3
1815,O,2
1815,E,1
1815,T,1
1815,R,1
2179,W,1
2179,Y,1
2179,B,2
2179,D,2
2179,N,1
2179,K,1
2179,U,1
2179,C,1
294,Q,1
294,E,1
294,J,1
294,P,2
294,Y,1
294,M,1
294,D,1
294,N,1
294,I,1
2040,S,1
2040,C,1
2040,W,1
2040,H,1
2040,R,1
2040,[,2
2040,Y,1
2040,E,1
2040,N,1
1682,C,4
1682,T,1
1682,Y,1
1682,U,1
1682,M,1
1682,O,1
1682,F,1
155,C,2
155,W,2
155,L,1
155,S,1
155,V,1
155,Y,1
155,J,1
155,U,1
746,S,2
746,P,1
746,L,1
746,G,1
746,F,2
746,O,1
746,C,1
746,E,1
1977,W,3
1977,U,1
1977,C,3
1977,R,1
1977,O,1
1977,G,1
1328,S,1
1328,Y,1
1328,R,1
1328,Z,1
1328,D,2
1328,F,1
1328,K,1
1328,B,1
1328,P,1
1350,U,1
1350,C,1
1350,X,2
1350,Q,2
1350,J,1
1350,R,1
1350,M,1
1350,S,1
1480,U,2
1480,W,1
1480,C,3
1480,E,1
1480,G,1
1480,X,1
1480,R,1
1812,E,2
1812,M,1
1812,[,1
1812,W,1
1812,L,2
1812,O,1
1812,J,1
1812,Z,1
487,C,1
487,U,1
487,W,2
487,O,2
487,Z,1
487,G,1
487,T,1
487,V,1
2282,C,2
2282,S,2
2282,U,1
2282,W,3
2282,B,1
2282,R,1
1208,D,2
1208,S,1
1208,K,2
1208,G,1
1208,P,1
1208,L,1
1208,B,1
1208,Z,1
2303,C,1
2303,J,1
2303,P,2
2303,H,1
2303,Z,1
2303,B,1
2303,Y,1
2303,W,1
2303,F,1
1678,W,2
1678,K,1
1678,N,1
1678,P,1
1678,O,1
1678,Z,1
1678,E,1
1678,S,1
1678,C,1
1211,C,1
1211,M,1
1211,U,1
1211,P,1
1211,Z,2
1211,W,1
1211,N,1
1211,Q,2
463,W,1
463,Y,1
463,P,2
463,J,2
463,L,1
463,U,2
463,G,1
682,C,2
682,W,1
682,E,1
682,J,2
682,U,1
682,D,1
682,O,1
682,S,1
1499,U,1
1499,F,1
1499,B,1
1499,Y,1
1499,P,1
1499,C,2
1499,W,1
1499,G,1
1499,X,1
1213,O,2
1213,N,1
1213,E,2
1213,X,1
1213,Y,1
1213,P,1
1213,J,1
1213,C,1
1767,J,2
1767,Q,1
1767,N,1
1767,R,2
1767,K,1
1767,D,1
1767,Z,1
1767,T,1
251,U,1
251,S,1
251,X,1
251,P,1
251,D,1
251,C,1
251,B,1
251,O,1
251,F,1
251,Z,1
539,W,2
539,P,1
539,S,1
539,X,1
539,U,1
539,D,1
539,T,1
539,J,1
539,N,1
229,C,1
229,W,2
229,Y,1
229,D,1
229,S,2
229,K,1
229,O,1
229,G,1
2045,C,3
2045,Y,1
2045,S,1
2045,E,1
2045,W,2
2045,D,1
2045,R,1
1871,R,1
1871,P,3
1871,E,1
1871,Y,1
1871,S,1
1871,C,1
1871,D,1
1871,K,1
876,C,3
876,O,1
876,E,1
876,Y,1
876,L,1
876,U,1
876,D,1
876,B,1
1296,O,1
1296,B,1
1296,E,1
1296,G,1
1296,H,1
1296,C,1
1296,Z,1
1296,I,1
1296,[,1
1296,J,1
2024,G,1
2024,L,1
2024,N,1
2024,P,1
2024,I,1
2024,Y,2
2024,T,1
2024,D,1
2024,X,1
248,J,1
248,U,1
248,S,1
248,Z,1
248,L,1
248,R,1
248,Y,1
248,K,1
248,C,1
248,X,1
310,Y,1
310,C,2
310,E,1
310,S,2
310,F,1
310,J,2
310,Z,1
1663,W,1
1663,R,1
1663,D,1
1663,S,2
1663,P,2
1663,N,1
1663,K,1
1663,C,1
892,S,1
892,E,1
892,P,1
892,Z,1
892,T,1
892,W,1
892,C,1
892,J,1
892,V,1
892,G,1
558,D,3
558,F,3
558,X,1
558,S,1
558,Z,2
856,Y,1
856,E,1
856,C,2
856,U,1
856,F,1
856,S,2
856,K,1
856,T,1
2185,O,1
2185,R,1
2185,D,1
2185,F,2
2185,E,1
2185,W,1
2185,C,1
2185,I,1
2185,Y,1
1814,S,1
1814,E,1
1814,V,1
1814,O,1
1814,C,2
1814,R,1
1814,W,1
1814,D,1
1814,K,1
1403,D,2
1403,W,1
1403,Z,1
1403,O,1
1403,R,1
1403,N,1
1403,U,1
1403,P,1
1403,K,1
404,Z,1
404,D,1
404,F,1
404,U,1
404,J,1
404,B,1
404,G,1
404,Y,1
404,X,1
404,W,1
1971,W,3
1971,R,1
1971,S,1
1971,G,1
1971,Z,1
1971,U,1
1971,V,1
1971,C,1
1116,C,1
1116,S,1
1116,O,2
1116,Z,1
1116,W,1
1116,G,1
1116,E,1
1116,V,1
1116,N,1
1582,W,2
1582,J,1
1582,D,2
1582,F,2
1582,C,1
1582,Q,1
1582,S,1
1910,W,1
1910,S,1
1910,C,1
1910,M,1
1910,U,1
1910,P,1
1910,R,1
1910,D,3
2124,L,1
2124,Y,1
2124,W,1
2124,N,2
2124,J,2
2124,O,1
2124,X,1
2124,U,1
420,T,1
420,D,2
420,H,1
420,P,1
420,O,1
420,W,1
420,E,1
420,Y,1
420,G,1
458,C,2
458,W,1
458,Z,1
458,E,2
458,U,1
458,V,1
458,K,1
458,S,1
59,O,1
59,X,1
59,C,1
59,F,2
59,E,1
59,Y,1
59,P,1
59,W,1
59,K,1
1073,Z,1
1073,R,1
1073,P,1
1073,C,1
1073,E,1
1073,J,1
1073,F,1
1073,T,1
1073,O,1
1073,L,1
377,U,1
377,W,3
377,O,1
377,Y,1
377,C,1
377,P,1
377,H,1
377,E,1
1540,U,1
1540,E,1
1540,D,2
1540,O,1
1540,S,1
1540,P,1
1540,W,1
1540,Z,1
1540,G,1
2043,C,2
2043,S,3
2043,G,1
2043,W,1
2043,K,1
2043,J,1
2043,O,1
1418,C,2
1418,B,1
1418,S,1
1418,W,1
1418,M,1
1418,X,1
1418,P,1
1418,Z,1
1418,K,1
646,U,1
646,Z,1
646,G,1
646,E,2
646,N,1
646,Q,1
646,W,1
646,O,1
646,[,1
1724,U,1
1724,C,2
1724,W,1
1724,G,1
1724,Y,1
1724,X,1
1724,R,1
1724,Z,1
1724,O,1
9,W,2
9,C,3
9,Z,1
9,U,1
9,S,2
9,R,1
808,W,1
808,Y,1
808,I,1
808,Z,1
808,V,1
808,U,1
808,Q,1
808,L,1
808,B,1
808,[,1
742,J,1
742,T,1
742,P,1
742,[,1
742,R,1
742,Y,1
742,F,1
742,U,1
742,Q,1
742,Z,1
1973,L,1
1973,Q,1
1973,T,2
1973,Y,1
1973,R,1
1973,Z,1
1973,[,1
1973,W,1
1973,J,1
2102,L,1
2102,W,3
2102,D,2
2102,S,1
2102,Y,1
2102,O,1
2102,T,1
406,S,1
406,J,2
406,Y,1
406,O,1
406,F,2
406,R,1
406,Z,1
406,T,1
1249,M,1
1249,E,1
1249,F,2
1249,Z,2
1249,L,1
1249,W,1
1249,V,1
1249,D,1
811,C,2
811,E,1
811,J,2
811,W,2
811,K,1
811,G,1
811,Z,1
483,E,1
483,C,1
483,Y,1
483,U,1
483,P,2
483,M,1
483,D,1
483,O,1
483,G,1
2022,G,1
2022,K,1
2022,Z,1
2022,S,2
2022,J,1
2022,C,1
2022,T,1
2022,V,1
2022,B,1
