neuron,label,count
1283,Shirt,2
1283,Pullover,2
1979,Pullover,1
1979,T-shirt/top,8
1979,Shirt,1
1182,Ankle boot,4
1182,Pullover,1
1182,Coat,2
1182,Bag,2
1182,T-shirt/top,1
1516,Trouser,8
1516,Sandal,1
1516,T-shirt/top,1
554,Pullover,3
554,T-shirt/top,1
554,Coat,1
554,Shirt,1
554,Bag,4
1363,Sandal,5
1363,Ankle boot,4
1363,Sneaker,1
1737,Pullover,4
1737,Trouser,1
1737,Dress,1
1737,Coat,1
1737,Shirt,3
943,Bag,2
943,Ankle boot,8
201,Sandal,10
1206,Bag,8
1206,Pullover,2
2049,Trouser,10
1838,Sandal,10
161,Pullover,1
161,Trouser,5
161,Bag,3
161,Coat,1
967,Coat,2
967,Sandal,4
967,Ankle boot,2
967,Pullover,2
380,Sandal,10
1960,Coat,2
1960,Pullover,2
1960,Bag,6
51,Sandal,10
2154,Pullover,5
2154,Bag,3
2154,Trouser,1
2154,Ankle boot,1
2169,T-shirt/top,1
2169,Trouser,2
2169,Shirt,4
2169,Bag,1
2169,Coat,1
2169,Pullover,1
305,Dress,8
305,T-shirt/top,1
305,Coat,1
1532,Sandal,10
340,Sandal,4
340,Pullover,4
340,Ankle boot,1
340,Shirt,1
1918,T-shirt/top,9
1918,Dress,1
2268,Shirt,5
2268,Pullover,2
2268,Bag,2
2268,Coat,1
1840,Sneaker,8
1840,Sandal,1
1840,Ankle boot,1
1003,Pullover,7
1003,Ankle boot,3
1497,Bag,6
1497,Pullover,4
535,Dress,1
535,Coat,3
535,Shirt,4
535,Pullover,1
535,Trouser,1
2196,Ankle boot,8
2196,Sandal,2
2297,T-shirt/top,5
2297,Bag,1
2297,Trouser,4
342,Sandal,7
342,Coat,2
342,Pullover,1
2076,Ankle boot,1
2076,Trouser,1
2076,Shirt,1
2076,Pullover,5
2076,Coat,1
2076,Dress,1
1495,Ankle boot,7
1495,Bag,1
1495,Coat,2
1079,Bag,8
1079,Coat,1
1079,Pullover,1
1378,Shirt,2
1378,Pullover,3
1378,Bag,3
1378,Trouser,1
1378,T-shirt/top,1
417,Ankle boot,10
16,Ankle boot,2
16,Coat,1
16,Trouser,5
16,Shirt,2
1164,Sandal,9
1164,Coat,1
382,Dress,10
1962,Pullover,3
1962,Trouser,1
1962,T-shirt/top,2
1962,Bag,3
1962,Coat,1
102,Sneaker,8
102,Sandal,2
941,Sandal,10
2092,Dress,10
777,Trouser,3
777,Pullover,2
777,Shirt,2
777,Bag,1
777,T-shirt/top,2
32,Bag,1
32,Dress,7
32,Pullover,2
77,Sandal,1
77,Ankle boot,3
77,Bag,5
77,Coat,1
2137,Bag,5
2137,Shirt,4
2137,Pullover,1
1239,Bag,6
1239,Trouser,1
1239,Shirt,2
1239,Pullover,1
323,Sandal,8
323,T-shirt/top,1
323,Sneaker,1
1180,Sandal,2
1180,Ankle boot,8
286,Pullover,3
286,Coat,1
286,Shirt,1
286,Bag,5
1866,Pullover,5
1866,T-shirt/top,1
1866,Coat,4
939,T-shirt/top,2
939,Shirt,1
939,Coat,1
939,Dress,1
939,Trouser,5
1673,Trouser,8
1673,T-shirt/top,1
1673,Shirt,1
468,Sneaker,2
468,Bag,6
468,Ankle boot,1
468,Pullover,1
2290,Dress,3
2290,Pullover,2
2290,Coat,2
2290,Shirt,1
2290,Sandal,1
2290,Trouser,1
794,Coat,3
794,Bag,2
794,Shirt,1
794,Pullover,4
300,T-shirt/top,7
300,Dress,1
300,Shirt,1
300,Sandal,1
2071,Sandal,2
2071,Ankle boot,1
2071,Pullover,1
2071,Bag,2
2071,Shirt,2
2071,Coat,1
2071,Trouser,1
258,Pullover,3
258,Bag,5
258,Coat,1
258,Shirt,1
1006,T-shirt/top,6
1006,Dress,1
1006,Trouser,1
1006,Shirt,2
1845,Coat,1
1845,Pullover,6
1845,Bag,2
1845,Shirt,1
588,Ankle boot,7
588,Dress,2
588,Sandal,1
159,Ankle boot,6
159,Bag,1
159,Sandal,3
962,T-shirt/top,9
962,Dress,1
1083,Dress,1
1083,Sandal,1
1083,Coat,3
1083,Shirt,2
1083,Pullover,3
455,Bag,7
455,Trouser,2
455,Shirt,1
2215,Bag,8
2215,T-shirt/top,1
2215,Pullover,1
1433,Sandal,4
1433,Shirt,1
1433,T-shirt/top,4
1433,Dress,1
2068,Sandal,1
2068,Dress,8
2068,Ankle boot,1
2188,Dress,10
1102,Pullover,3
1102,Bag,5
1102,Shirt,2
1904,Pullover,7
1904,Coat,1
1904,Shirt,1
1904,Trouser,1
361,Ankle boot,10
2148,Ankle boot,10
1657,Bag,4
1657,Pullover,3
1657,Sandal,1
1657,Dress,1
1657,Trouser,1
708,Bag,4
708,Pullover,1
708,Coat,1
708,Trouser,3
708,T-shirt/top,1
2249,Dress,5
2249,Trouser,4
2249,Bag,1
138,Bag,1
138,Pullover,4
138,Coat,1
138,Dress,1
138,Shirt,2
138,Sandal,1
2055,Dress,8
2055,Bag,1
2055,Pullover,1
821,Bag,8
821,Trouser,1
821,Shirt,1
1284,Dress,9
1284,Trouser,1
1279,Bag,5
1279,Pullover,3
1279,T-shirt/top,1
1279,Shirt,1
1511,T-shirt/top,10
1554,Bag,5
1554,Shirt,2
1554,Pullover,1
1554,Trouser,1
1554,T-shirt/top,1
326,Pullover,3
326,Bag,6
326,Shirt,1
2012,Pullover,3
2012,T-shirt/top,1
2012,Trouser,1
2012,Bag,3
2012,Coat,2
984,Ankle boot,6
984,Sandal,2
984,Coat,1
984,Pullover,1
516,Sandal,2
516,Ankle boot,6
516,Bag,2
1065,Bag,6
1065,Coat,1
1065,Pullover,3
283,T-shirt/top,6
283,Trouser,4
1748,Coat,4
1748,Pullover,3
1748,Ankle boot,2
1748,Bag,1
1775,Coat,3
1775,Pullover,3
1775,Shirt,4
1359,Pullover,5
1359,Shirt,1
1359,Bag,3
1359,Trouser,1
1906,Dress,7
1906,Coat,2
1906,Trouser,1
37,Shirt,2
37,Pullover,1
37,Bag,4
37,Sandal,1
37,T-shirt/top,1
37,Coat,1
1450,Ankle boot,7
1450,Dress,3
1081,Dress,2
1081,Trouser,7
1081,Ankle boot,1
1609,Bag,4
1609,Ankle boot,2
1609,Sneaker,1
1609,Sandal,2
1609,Coat,1
2252,Dress,9
2252,Trouser,1
1508,Bag,8
1508,Pullover,1
1508,Trouser,1
880,Sandal,1
880,Dress,3
880,Ankle boot,2
880,Trouser,2
880,T-shirt/top,2
1570,Bag,7
1570,Pullover,1
1570,T-shirt/top,1
1570,Coat,1
1218,Dress,6
1218,Ankle boot,2
1218,T-shirt/top,1
1218,Shirt,1
96,Sneaker,9
96,Sandal,1
1119,Sandal,10
633,Dress,1
633,Pullover,8
633,Bag,1
1041,Sandal,7
1041,Pullover,1
1041,Shirt,1
1041,T-shirt/top,1
676,Pullover,4
676,Bag,5
676,Shirt,1
1428,Pullover,5
1428,Trouser,1
1428,Shirt,2
1428,Bag,1
1428,T-shirt/top,1
1305,Bag,10
1198,Bag,10
1549,Sandal,3
1549,Pullover,1
1549,Ankle boot,5
1549,T-shirt/top,1
1264,Coat,1
1264,Pullover,6
1264,Bag,1
1264,T-shirt/top,1
1264,Shirt,1
416,Pullover,5
416,Bag,5
1648,Shirt,2
1648,Pullover,6
1648,Bag,1
1648,T-shirt/top,1
1299,Ankle boot,2
1299,Sandal,3
1299,T-shirt/top,1
1299,Trouser,3
1299,Shirt,1
1710,Sandal,6
1710,Pullover,1
1710,Coat,1
1710,T-shirt/top,1
1710,Dress,1
263,Coat,5
263,Trouser,4
263,Pullover,1
1469,Ankle boot,6
1469,Shirt,1
1469,Sandal,2
1469,Pullover,1
573,Dress,2
573,Trouser,8
672,Pullover,4
672,Shirt,1
672,Coat,4
672,Trouser,1
1843,Bag,10
844,Trouser,9
844,Dress,1
1158,Bag,3
1158,Pullover,3
1158,Shirt,1
1158,Coat,1
1158,Ankle boot,1
1158,T-shirt/top,1
306,Shirt,1
306,Bag,6
306,Pullover,3
92,Shirt,3
92,T-shirt/top,7
656,Sandal,1
656,Bag,7
656,Sneaker,2
186,Trouser,9
186,Coat,1
557,Dress,9
557,Trouser,1
322,Dress,4
322,Sandal,1
322,T-shirt/top,3
322,Shirt,1
322,Trouser,1
825,Ankle boot,8
825,T-shirt/top,1
825,Sandal,1
1280,Coat,1
1280,Bag,5
1280,Pullover,3
1280,T-shirt/top,1
860,Sandal,9
860,Ankle boot,1
1651,Dress,5
1651,T-shirt/top,4
1651,Pullover,1
1947,T-shirt/top,8
1947,Dress,2
2237,Sneaker,10
76,Sandal,10
1205,Dress,7
1205,Bag,2
1205,Trouser,1
1240,Sneaker,9
1240,Sandal,1
1528,Dress,9
1528,Sandal,1
1470,Pullover,8
1470,Bag,1
1470,T-shirt/top,1
202,Bag,3
202,T-shirt/top,3
202,Shirt,2
202,Pullover,2
1771,Bag,2
1771,Pullover,1
1771,T-shirt/top,5
1771,Dress,2
1693,Sneaker,5
1693,Sandal,5
2171,Sneaker,8
2171,Sandal,2
774,T-shirt/top,4
774,Sandal,2
774,Dress,4
1945,Shirt,2
1945,T-shirt/top,1
1945,Bag,4
1945,Pullover,3
1106,Coat,3
1106,Pullover,5
1106,Bag,1
1106,Shirt,1
942,Pullover,6
942,Shirt,4
1858,T-shirt/top,9
1858,Shirt,1
200,Bag,4
200,Pullover,4
200,T-shirt/top,1
200,Shirt,1
1437,T-shirt/top,9
1437,Pullover,1
568,Bag,7
568,T-shirt/top,1
568,Pullover,2
982,T-shirt/top,1
982,Bag,6
982,Pullover,3
1362,Dress,10
611,Bag,6
611,Pullover,2
611,T-shirt/top,1
611,Coat,1
654,Trouser,1
654,Bag,4
654,Pullover,4
654,Shirt,1
1978,Bag,10
1985,Sandal,10
448,Pullover,1
448,Sandal,6
448,Bag,3
635,Bag,7
635,Trouser,1
635,Pullover,2
571,Dress,6
571,Trouser,4
90,Trouser,3
90,Dress,6
90,Ankle boot,1
2168,Pullover,4
2168,T-shirt/top,6
341,Ankle boot,6
341,Dress,4
304,Ankle boot,1
304,Trouser,9
2269,Sandal,7
2269,Sneaker,2
2269,Ankle boot,1
803,Bag,6
803,Sandal,4
1961,T-shirt/top,5
1961,Dress,4
1961,Shirt,1
1167,Sandal,9
1167,Sneaker,1
1266,Ankle boot,9
1266,Sandal,1
1456,Sandal,10
966,Ankle boot,9
966,Bag,1
125,Sandal,2
125,Ankle boot,8
1603,Ankle boot,9
1603,Sandal,1
19,Bag,7
19,Pullover,2
19,T-shirt/top,1
370,Bag,3
370,Shirt,4
370,Pullover,3
418,Dress,9
418,T-shirt/top,1
228,Sneaker,9
228,Sandal,1
1332,Pullover,2
1332,Bag,2
1332,T-shirt/top,5
1332,Shirt,1
997,Coat,6
997,Pullover,2
997,Shirt,2
129,Pullover,2
129,Bag,4
129,Coat,2
129,Shirt,1
129,Sandal,1
1033,Shirt,6
1033,T-shirt/top,3
1033,Bag,1
2084,Shirt,3
2084,Pullover,3
2084,T-shirt/top,1
2084,Dress,2
2084,Coat,1
912,T-shirt/top,7
912,Dress,3
1808,Pullover,6
1808,Shirt,4
250,Bag,7
250,Pullover,2
250,Shirt,1
2121,Pullover,2
2121,T-shirt/top,3
2121,Dress,1
2121,Shirt,4
2164,Ankle boot,10
724,Trouser,7
724,Dress,2
724,Bag,1
2018,Sneaker,9
2018,Sandal,1
1092,T-shirt/top,7
1092,Pullover,1
1092,Dress,1
1092,Shirt,1
175,Pullover,2
175,T-shirt/top,1
175,Bag,7
130,Shirt,5
130,Coat,4
130,Pullover,1
2204,Sandal,2
2204,Ankle boot,6
2204,Dress,1
2204,T-shirt/top,1
700,Ankle boot,10
745,Bag,9
745,Shirt,1
394,Bag,4
394,Pullover,3
394,Coat,1
394,Shirt,1
394,Ankle boot,1
893,T-shirt/top,3
893,Dress,6
893,Trouser,1
1989,Ankle boot,10
1627,Sneaker,8
1627,Sandal,2
521,T-shirt/top,2
521,Dress,2
521,Sandal,5
521,Coat,1
486,Pullover,7
486,T-shirt/top,1
486,Shirt,1
486,Ankle boot,1
1625,Dress,9
1625,Trouser,1
1209,Pullover,5
1209,Shirt,1
1209,Bag,3
1209,T-shirt/top,1
2062,Pullover,2
2062,Coat,2
2062,Shirt,5
2062,Dress,1
909,Pullover,3
909,Shirt,2
909,Bag,1
909,T-shirt/top,2
909,Dress,2
1015,Bag,6
1015,Trouser,1
1015,Pullover,3
1481,Ankle boot,10
1705,Bag,6
1705,Pullover,2
1705,T-shirt/top,1
1705,Shirt,1
1391,Bag,10
1740,Coat,3
1740,Pullover,4
1740,Sandal,1
1740,Shirt,1
1740,Dress,1
1028,Bag,5
1028,Pullover,3
1028,T-shirt/top,1
1028,Coat,1
1090,Pullover,3
1090,Sandal,7
2142,Sandal,10
1933,Bag,4
1933,Pullover,2
1933,T-shirt/top,2
1933,Shirt,2
1976,Bag,6
1976,Trouser,1
1976,Pullover,1
1976,Shirt,1
1976,T-shirt/top,1
683,Bag,8
683,Trouser,1
683,Shirt,1
1465,Dress,7
1465,Trouser,3
1049,Bag,10
1111,Trouser,9
1111,T-shirt/top,1
2123,Bag,5
2123,Sandal,1
2123,Trouser,1
2123,Shirt,2
2123,T-shirt/top,1
2166,Bag,4
2166,Pullover,5
2166,Shirt,1
337,Bag,4
337,Pullover,5
337,Shirt,1
372,Sandal,7
372,Sneaker,3
1169,T-shirt/top,6
1169,Shirt,3
1169,Pullover,1
1601,T-shirt/top,2
1601,Pullover,2
1601,Bag,2
1601,Trouser,2
1601,Sandal,1
1601,Coat,1
995,Bag,6
995,Coat,1
995,Pullover,2
995,T-shirt/top,1
2046,Dress,4
2046,Trouser,5
2046,T-shirt/top,1
2003,Ankle boot,3
2003,Dress,6
2003,Shirt,1
2127,Sandal,10
1214,T-shirt/top,3
1214,Sandal,6
1214,Coat,1
722,T-shirt/top,10
1913,Bag,5
1913,Trouser,1
1913,Pullover,2
1913,Shirt,1
1913,T-shirt/top,1
767,Bag,7
767,Coat,1
767,Pullover,2
157,Bag,3
157,Shirt,2
157,Pullover,4
157,Coat,1
586,Pullover,2
586,Coat,1
586,Trouser,3
586,Shirt,2
586,T-shirt/top,2
1760,Ankle boot,1
1760,Sandal,9
256,Pullover,7
256,Shirt,3
1461,Dress,10
213,T-shirt/top,3
213,Shirt,1
213,Bag,4
213,Sneaker,1
213,Sandal,1
991,Sandal,8
991,Pullover,1
991,T-shirt/top,1
2007,Sneaker,9
2007,Sandal,1
1876,Sandal,10
1605,T-shirt/top,3
1605,Trouser,7
626,Dress,8
626,Bag,1
626,T-shirt/top,1
1817,T-shirt/top,5
1817,Pullover,2
1817,Shirt,1
1817,Bag,1
1817,Coat,1
2066,Trouser,9
2066,Coat,1
317,Sandal,10
1520,Pullover,7
1520,Bag,1
1520,Shirt,2
1664,Pullover,6
1664,Bag,1
1664,Coat,3
810,Pullover,5
810,Bag,2
810,Shirt,2
810,Coat,1
1598,Bag,2
1598,Pullover,5
1598,Coat,1
1598,T-shirt/top,2
868,Pullover,2
868,Shirt,2
868,T-shirt/top,6
1131,Ankle boot,7
1131,Sandal,3
392,Ankle boot,5
392,Sandal,5
1445,Ankle boot,10
237,Dress,6
237,Ankle boot,1
237,Sandal,3
988,Dress,1
988,Trouser,8
988,T-shirt/top,1
173,Dress,2
173,Trouser,6
173,Sandal,2
1232,Trouser,10
2200,Trouser,1
2200,Bag,7
2200,Shirt,1
2200,Pullover,1
1935,T-shirt/top,1
1935,Trouser,7
1935,Dress,2
741,Bag,2
741,Sandal,2
741,Sneaker,4
741,T-shirt/top,1
741,Pullover,1
1970,T-shirt/top,1
1970,Pullover,3
1970,Trouser,3
1970,Coat,1
1970,Dress,2
41,T-shirt/top,7
41,Pullover,2
41,Shirt,1
134,Dress,9
134,Shirt,1
270,Shirt,2
270,Pullover,7
270,Dress,1
1312,Dress,9
1312,Shirt,1
525,Dress,7
525,Ankle boot,2
525,T-shirt/top,1
2021,Dress,2
2021,Shirt,1
2021,T-shirt/top,7
661,Bag,8
661,Pullover,1
661,Shirt,1
1850,Sneaker,6
1850,Sandal,3
1850,Ankle boot,1
1013,Coat,5
1013,Pullover,3
1013,Shirt,1
1013,Bag,1
1487,Sandal,2
1487,Ankle boot,8
2278,Sandal,7
2278,Ankle boot,1
2278,Bag,1
2278,Trouser,1
1908,Pullover,3
1908,Bag,6
1908,Shirt,1
812,Trouser,4
812,Dress,4
812,Sandal,1
812,T-shirt/top,1
480,Sandal,6
480,T-shirt/top,4
39,Coat,3
39,Shirt,4
39,Pullover,3
2184,Pullover,3
2184,Trouser,7
1037,Pullover,2
1037,Bag,7
1037,T-shirt/top,1
1072,Coat,2
1072,Dress,2
1072,Ankle boot,3
1072,Pullover,1
1072,Sandal,1
1072,Bag,1
1506,Ankle boot,2
1506,Bag,2
1506,Pullover,1
1506,Shirt,2
1506,T-shirt/top,1
1506,Dress,1
1506,Trouser,1
389,Ankle boot,1
389,Trouser,6
389,Pullover,1
389,Dress,1
389,T-shirt/top,1
65,Dress,4
65,Pullover,1
65,Sandal,4
65,Trouser,1
2224,Shirt,2
2224,Coat,2
2224,Trouser,2
2224,Pullover,4
349,Dress,9
349,Trouser,1
98,Dress,7
98,Trouser,1
98,Shirt,1
98,T-shirt/top,1
464,Dress,7
464,Trouser,2
464,T-shirt/top,1
685,T-shirt/top,7
685,Dress,3
1463,Pullover,1
1463,Ankle boot,3
1463,Sandal,1
1463,T-shirt/top,2
1463,Dress,3
211,Shirt,2
211,T-shirt/top,4
211,Pullover,1
211,Bag,1
211,Dress,2
953,Pullover,2
953,Ankle boot,6
953,Bag,2
678,Sandal,3
678,Ankle boot,6
678,Sneaker,1
2242,Bag,6
2242,Sandal,1
2242,Ankle boot,1
2242,T-shirt/top,1
2242,Sneaker,1
2207,Pullover,3
2207,Bag,6
2207,Shirt,1
1390,Sandal,6
1390,Ankle boot,2
1390,Bag,2
1741,Bag,6
1741,Trouser,1
1741,Shirt,1
1741,Dress,2
1704,Bag,10
1405,Sandal,8
1405,Coat,1
1405,T-shirt/top,1
908,Sandal,1
908,Pullover,2
908,Dress,5
908,T-shirt/top,2
607,Bag,4
607,Sandal,1
607,T-shirt/top,1
607,Trouser,1
607,Shirt,1
607,Ankle boot,1
607,Pullover,1
1075,Ankle boot,6
1075,Sandal,4
1030,Dress,2
1030,Bag,1
1030,T-shirt/top,1
1030,Ankle boot,3
1030,Shirt,1
1030,Trouser,1
1030,Sandal,1
1389,Sandal,9
1389,Ankle boot,1
543,Bag,10
2002,Dress,1
2002,T-shirt/top,3
2002,Pullover,2
2002,Sandal,1
2002,Shirt,1
2002,Coat,2
1459,Bag,7
1459,Pullover,2
1459,Shirt,1
373,T-shirt/top,8
373,Shirt,1
373,Dress,1
336,Pullover,3
336,Bag,5
336,Shirt,1
336,Coat,1
874,Ankle boot,9
874,Sandal,1
1294,Trouser,10
2223,Shirt,1
2223,T-shirt/top,1
2223,Bag,6
2223,Pullover,2
1155,Pullover,2
1155,Trouser,5
1155,Bag,1
1155,Dress,1
1155,Ankle boot,1
1678,Dress,8
1678,Trouser,2
849,Bag,5
849,Pullover,3
849,Coat,1
849,T-shirt/top,1
1579,Sandal,10
1720,Dress,5
1720,T-shirt/top,3
1720,Bag,1
1720,Shirt,1
760,Sandal,1
760,Pullover,5
760,Coat,3
760,Shirt,1
1914,Dress,3
1914,Trouser,6
1914,Coat,1
1157,Dress,10
2085,Shirt,2
2085,T-shirt/top,7
2085,Bag,1
638,Trouser,3
638,Shirt,2
638,Ankle boot,1
638,Coat,2
638,Pullover,2
680,Bag,8
680,Trouser,1
680,Pullover,1
2045,Bag,5
2045,T-shirt/top,1
2045,Pullover,3
2045,Shirt,1
128,T-shirt/top,3
128,Sandal,3
128,Shirt,2
128,Dress,2
605,Dress,6
605,Ankle boot,4
640,Sandal,10
291,T-shirt/top,7
291,Trouser,2
291,Dress,1
1602,Shirt,4
1602,T-shirt/top,6
1647,Sandal,3
1647,Ankle boot,7
1929,Trouser,8
1929,Dress,2
718,Pullover,4
718,Trouser,1
718,Bag,3
718,Shirt,2
334,T-shirt/top,9
334,Shirt,1
2158,Sneaker,9
2158,Sandal,1
419,Ankle boot,8
419,T-shirt/top,1
419,Shirt,1
520,Pullover,3
520,Bag,6
520,Shirt,1
248,Shirt,1
248,Trouser,1
248,Bag,1
248,T-shirt/top,3
248,Coat,2
248,Pullover,2
84,Bag,4
84,Pullover,2
84,T-shirt/top,3
84,Shirt,1
2139,Dress,2
2139,Trouser,3
2139,T-shirt/top,3
2139,Shirt,2
784,Bag,9
784,T-shirt/top,1
310,T-shirt/top,9
310,Shirt,1
2238,Dress,6
2238,Shirt,1
2238,T-shirt/top,3
1948,Bag,6
1948,Trouser,1
1948,Shirt,1
1948,Dress,2
1626,T-shirt/top,3
1626,Sandal,6
1626,Trouser,1
852,Ankle boot,9
852,Coat,1
2205,Pullover,1
2205,Trouser,7
2205,Dress,2
744,Coat,2
744,Ankle boot,2
744,Pullover,1
744,Dress,3
744,Sandal,1
744,Shirt,1
2104,Trouser,9
2104,Pullover,1
1272,Bag,6
1272,Pullover,4
2019,T-shirt/top,8
2019,Shirt,1
2019,Dress,1
230,Ankle boot,10
1093,Pullover,1
1093,Bag,8
1093,Sandal,1
1407,T-shirt/top,7
1407,Trouser,1
1407,Pullover,1
1407,Shirt,1
131,Bag,6
131,Coat,1
131,Pullover,2
131,Trouser,1
1706,Pullover,2
1706,T-shirt/top,6
1706,Trouser,1
1706,Coat,1
1909,Bag,9
1909,Dress,1
38,T-shirt/top,8
38,Shirt,2
1814,Dress,1
1814,T-shirt/top,5
1814,Shirt,3
1814,Pullover,1
660,Bag,5
660,T-shirt/top,1
660,Pullover,3
660,Shirt,1
1829,Dress,6
1829,Pullover,1
1829,Shirt,1
1829,Ankle boot,1
1829,Coat,1
2058,Pullover,6
2058,T-shirt/top,1
2058,Coat,2
2058,Ankle boot,1
234,T-shirt/top,4
234,Trouser,3
234,Shirt,1
234,Dress,2
2100,Pullover,4
2100,Bag,5
2100,Shirt,1
40,T-shirt/top,10
1427,Sandal,8
1427,Ankle boot,2
2039,Bag,8
2039,Pullover,2
1726,T-shirt/top,6
1726,Shirt,4
1910,Bag,8
1910,Pullover,1
1910,T-shirt/top,1
99,T-shirt/top,7
99,Shirt,3
2124,Trouser,3
2124,T-shirt/top,2
2124,Coat,1
2124,Ankle boot,1
2124,Shirt,2
2124,Pullover,1
1252,Pullover,3
1252,Bag,6
1252,Shirt,1
1542,Bag,9
1542,Sandal,1
872,Bag,9
872,Trouser,1
2218,Coat,1
2218,T-shirt/top,4
2218,Bag,1
2218,Trouser,3
2218,Sandal,1
992,Coat,2
992,Sandal,5
992,Pullover,1
992,Trouser,1
992,Shirt,1
194,Shirt,2
194,Bag,2
194,T-shirt/top,3
194,Pullover,1
194,Trouser,2
377,Dress,10
1997,Ankle boot,5
1997,Pullover,1
1997,Coat,1
1997,Sandal,2
1997,Shirt,1
1832,Pullover,3
1832,T-shirt/top,1
1832,Ankle boot,1
1832,Bag,5
646,Sandal,1
646,Ankle boot,9
2083,Pullover,3
2083,Bag,5
2083,T-shirt/top,1
2083,Shirt,1
1724,Coat,1
1724,Pullover,5
1724,Ankle boot,2
1724,T-shirt/top,1
1724,Shirt,1
808,Sandal,8
808,Sneaker,2
1893,T-shirt/top,10
974,Sneaker,5
974,Sandal,3
974,Bag,2
1658,T-shirt/top,2
1658,Dress,4
1658,Shirt,1
1658,Trouser,2
1658,Coat,1
1289,Pullover,2
1289,Bag,5
1289,T-shirt/top,2
1289,Shirt,1
2246,T-shirt/top,6
2246,Dress,4
2203,Bag,9
2203,Ankle boot,1
1175,Shirt,1
1175,Dress,5
1175,T-shirt/top,1
1175,Trouser,3
1188,Coat,2
1188,T-shirt/top,5
1188,Pullover,3
1559,T-shirt/top,7
1559,Dress,1
1559,Shirt,2
443,Sandal,10
894,Dress,9
894,Trouser,1
1564,Pullover,2
1564,Bag,5
1564,Shirt,1
1564,Dress,2
811,Sandal,10
1778,Sandal,10
1484,Bag,3
1484,Shirt,1
1484,Pullover,2
1484,T-shirt/top,3
1484,Ankle boot,1
662,Bag,7
662,Pullover,2
662,Shirt,1
1853,Ankle boot,7
1853,Shirt,1
1853,Sandal,2
2067,Trouser,10
