Index,Activation Value
33336,0.026904895901679993
37498,0.022317377850413322
67509,0.013645831495523453
64204,0.012614970095455647
52183,0.008892877958714962
21549,0.008535378612577915
7334,0.0074456557631492615
12,0.006417337339371443
14326,0.005247374530881643
104537,0.005127438809722662
