Index,Activation Value
28425,0.0349419042468071
111011,0.03407251834869385
7106,0.02303793467581272
19530,0.02265554666519165
64204,0.021905409172177315
38228,0.01733606494963169
852,0.013485764153301716
100884,0.012670912779867649
27438,0.012353712692856789
62662,0.01116068847477436
