Index,Activation Value
59080,0.01221415214240551
93685,0.010424270294606686
95312,0.009175996296107769
108688,0.009120801463723183
852,0.008639335632324219
12,0.008496921509504318
70349,0.008305651135742664
30064,0.00798775814473629
108542,0.007936856709420681
2915,0.006649590563029051
